syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,10240,1,10240,1,1, 201.437, 805.826, 1041.3
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,12288,1,12288,1,1, 269.245, 538.534, 1121.8
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,12288,1,12288,1,1, 203.243, 813.037, 1486.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,14336,1,14336,1,1, 269.45, 538.937, 1525.7
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,14336,1,14336,1,1, 203.575, 814.356, 2019.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,16384,1,16384,1,1, 269.804, 539.64, 1990.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,16384,1,16384,1,1, 72.8682, 291.49, 7368.6
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,18432,1,18432,1,1, 269.834, 539.698, 2518.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,18432,1,18432,1,1, 204.635, 818.583, 3320.8
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f32_r,f32_r,f32_r,f32_r,f32_r,L,20480,1,20480,1,1, 269.047, 538.121, 3118.2
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,incy,rocblas-Gflops,rocblas-GB/s,us
syr2,f64_r,f64_r,f64_r,f64_r,f64_r,L,20480,1,20480,1,1, 203.894, 815.616, 4114.6
