hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,10240,(1: 0),10240,1,(1: 0),1, 773.79, 387.121, 1084.2
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,10240,(1: 0),10240,1,(1: 0),1, 661.105, 661.493, 1269
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,12288,(1: 0),12288,1,(1: 0),1, 1051.86, 526.185, 1148.5
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,12288,(1: 0),12288,1,(1: 0),1, 732.867, 733.225, 1648.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,14336,(1: 0),14336,1,(1: 0),1, 1193.67, 597.085, 1377.5
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,14336,(1: 0),14336,1,(1: 0),1, 791.243, 791.574, 2078.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,16384,(1: 0),16384,1,(1: 0),1, 1259.3, 629.882, 1705.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,16384,(1: 0),16384,1,(1: 0),1, 773.246, 773.53, 2777.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,18432,(1: 0),18432,1,(1: 0),1, 1378.81, 689.632, 1971.3
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,18432,(1: 0),18432,1,(1: 0),1, 819.902, 820.169, 3315.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f32_c,f32_c,f32_c,f32_c,f32_c,L,20480,(1: 0),20480,1,(1: 0),1, 1460.42, 730.424, 2297.7
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
hemv,f64_c,f64_c,f64_c,f64_c,f64_c,L,20480,(1: 0),20480,1,(1: 0),1, 736.105, 736.32, 4558.6
