function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
symv,f64_r,f64_r,f64_r,f64_r,f64_r,L,16384,1,16384,1,1,1, 330.993, 662.067, 1622.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
symv,f32_r,f32_r,f32_r,f32_r,f32_r,L,18432,1,18432,1,1,1, 325.937, 325.973, 2084.8
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
symv,f64_r,f64_r,f64_r,f64_r,f64_r,L,18432,1,18432,1,1,1, 369.462, 739.004, 1839.2
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
symv,f32_r,f32_r,f32_r,f32_r,f32_r,L,20480,1,20480,1,1,1, 372.58, 372.617, 2251.6
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,lda,incx,beta,incy,rocblas-Gflops,rocblas-GB/s,us
symv,f64_r,f64_r,f64_r,f64_r,f64_r,L,20480,1,20480,1,1,1, 386.217, 772.509, 2172.1
