function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,6144,6144,1, 235.856, 640.2
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,8192,8192,1, 125.578, 534.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,8192,8192,1, 107.032, 627
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,8192,8192,1, 350.118, 766.7
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,8192,8192,1, 307.275, 873.6
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,10240,10240,1, 149.37, 702
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,10240,10240,1, 127.455, 822.7
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,10240,10240,1, 426.077, 984.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,10240,10240,1, 372.066, 1127.3
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,12288,12288,1, 168.993, 893.5
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,12288,12288,1, 143.069, 1055.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,12288,12288,1, 490.681, 1230.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,rocblas-Gflops,us
trsv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,12288,12288,1, 402.841, 1499.3
