Query device success: there are 8 devices
-------------------------------------------------------------------------------
Device ID 0 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 1 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 2 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 3 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 4 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 5 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 6 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------
Device ID 7 :  gfx90a:sramecc+:xnack-
with 68.7 GB memory, max. SCLK 1700 MHz, max. MCLK 1600 MHz, compute capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------------


rocBLAS info: Time taken to complete rocBLAS library initialization is 2865 milliseconds.
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,2048,1, 4.35094, 8.70612, 964
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,2048,1, 3.81682, 15.2747, 1098.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,2048,1, 14.744, 14.7512, 1137.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,2048,1, 14.1831, 28.3801, 1182.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,4096,1, 7.89851, 15.8009, 2124.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,4096,1, 7.67485, 30.7069, 2186
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,4096,1, 29.6758, 29.683, 2261.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,4096,1, 28.9138, 57.8417, 2321
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,6144,1, 12.0835, 24.1709, 3124
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,incx,rocblas-Gflops,rocblas-GB/s,us
tpmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,6144,1, 11.6815, 46.7336, 3231.5
