spr,f32_r,f32_r,f32_r,f32_r,f32_r,L,12288,1,1, 136.005, 544.018, 1110.4
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f64_r,f64_r,f64_r,f64_r,f64_r,L,12288,1,1, 106.344, 850.754, 1420.1
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f32_r,f32_r,f32_r,f32_r,f32_r,L,14336,1,1, 135.945, 543.782, 1512
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f64_r,f64_r,f64_r,f64_r,f64_r,L,14336,1,1, 106.491, 851.931, 1930.2
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f32_r,f32_r,f32_r,f32_r,f32_r,L,16384,1,1, 136.154, 544.616, 1971.8
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f64_r,f64_r,f64_r,f64_r,f64_r,L,16384,1,1, 106.37, 850.963, 2523.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f32_r,f32_r,f32_r,f32_r,f32_r,L,18432,1,1, 136.183, 544.73, 2495
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f64_r,f64_r,f64_r,f64_r,f64_r,L,18432,1,1, 106.183, 849.465, 3199.9
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f32_r,f32_r,f32_r,f32_r,f32_r,L,20480,1,1, 136.25, 544.998, 3078.7
function,a_type,b_type,c_type,d_type,compute_type,uplo,N,alpha,incx,rocblas-Gflops,rocblas-GB/s,us
spr,f64_r,f64_r,f64_r,f64_r,f64_r,L,20480,1,1, 106.268, 850.143, 3947.3
