function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,4096,4096,4096,(1: 0),4096,(1: 0),4096,4096, 32156.8, 17096.1
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,4608,4608,4608,1,4608,1,4608,4608, 33268.1, 5882.2
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,4608,4608,4608,1,4608,1,4608,4608, 32245.7, 6068.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,4608,4608,4608,(1: 0),4608,(1: 0),4608,4608, 34214.9, 22877.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,4608,4608,4608,(1: 0),4608,(1: 0),4608,4608, 30877.2, 25350.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,5120,5120,5120,1,5120,1,5120,5120, 33200, 8085.4
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,5120,5120,5120,1,5120,1,5120,5120, 32505.3, 8258.2
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,5120,5120,5120,(1: 0),5120,(1: 0),5120,5120, 33294.9, 32249.4
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,5120,5120,5120,(1: 0),5120,(1: 0),5120,5120, 32443.5, 33095.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,5632,5632,5632,1,5632,1,5632,5632, 33107, 10791.9
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,5632,5632,5632,1,5632,1,5632,5632, 31526.9, 11332.8
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,5632,5632,5632,(1: 0),5632,(1: 0),5632,5632, 34533.9, 41384
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,5632,5632,5632,(1: 0),5632,(1: 0),5632,5632, 32613.5, 43820.8
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,6144,6144,6144,1,6144,1,6144,6144, 34130.4, 13590.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,6144,6144,6144,1,6144,1,6144,6144, 33412.1, 13882.9
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,6144,6144,6144,(1: 0),6144,(1: 0),6144,6144, 34147.5, 54335.6
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,6144,6144,6144,(1: 0),6144,(1: 0),6144,6144, 26937.6, 68878.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,6656,6656,6656,1,6656,1,6656,6656, 33242.2, 17741.1
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,6656,6656,6656,1,6656,1,6656,6656, 32490.2, 18151.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,6656,6656,6656,(1: 0),6656,(1: 0),6656,6656, 33667.2, 70068.6
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,6656,6656,6656,(1: 0),6656,(1: 0),6656,6656, 32681.5, 72181.8
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,7168,7168,7168,1,7168,1,7168,7168, 33195.7, 22189.2
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,7168,7168,7168,1,7168,1,7168,7168, 33046.5, 22289.4
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,7168,7168,7168,(1: 0),7168,(1: 0),7168,7168, 33727.2, 87358.2
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,7168,7168,7168,(1: 0),7168,(1: 0),7168,7168, 32634.8, 90282.5
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,7680,7680,7680,1,7680,1,7680,7680, 33478.1, 27061.6
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,7680,7680,7680,1,7680,1,7680,7680, 32765.4, 27650.2
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,7680,7680,7680,(1: 0),7680,(1: 0),7680,7680, 34014.2, 106540
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,7680,7680,7680,(1: 0),7680,(1: 0),7680,7680, 32870.2, 110248
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_r,f32_r,f32_r,f32_r,f32_r,N,T,8192,8192,8192,1,8192,1,8192,8192, 33659.7, 32665.5
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_r,f64_r,f64_r,f64_r,f64_r,N,T,8192,8192,8192,1,8192,1,8192,8192, 32913.9, 33405.7
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f32_c,f32_c,f32_c,f32_c,f32_c,N,T,8192,8192,8192,(1: 0),8192,(1: 0),8192,8192, 33638.7, 130744
function,a_type,b_type,c_type,d_type,compute_type,transA,transB,M,N,K,alpha,lda,beta,ldb,ldc,rocblas-Gflops,us
gemm,f64_c,f64_c,f64_c,f64_c,f64_c,N,T,8192,8192,8192,(1: 0),8192,(1: 0),8192,8192, 5326.12, 825751
